ID,Title,Type,Module,Wave/Epic,Priority,Status,Created,Last Updated,Finished,Owner,Notes
ALT-393,Cmd-K command palette — quick-nav actions (jump anywhere),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"Upgraded the global Cmd/Ctrl-K palette from search-only to a command bar (HubSpot/Linear pattern). Empty box now shows 10 verified quick-nav actions (Dashboard, Leads, Leads Board, Companies, Contacts, Meetings, Tasks, Wishlist, Notifications, Settings); typing filters actions by label/keyword AND blends in record search beneath — ONE unified keyboard list (one running index, arrows + Enter walk actions then records). Routes verified against App.tsx. Pairs with the new keyboard-first list nav (ALT-391). Build green. Pure FE. Not pushed."
ALT-392,/health build-stamp — verify which commit is live in one curl,Chore,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"Permanent answer to ""is prod loaded with my push?"". New gen-build-info.cjs (runs first in the root build script, inside Hostinger git checkout) writes build-info.json {commit, commitFull, branch, builtAt, node}; git is best-effort with env/`unknown` fallback but builtAt is always set. server.js loads it once at boot and /health now returns `build`. After any deploy: `curl https://crm.altleads.com/health` shows the exact live commit + build time. build-info.json gitignored; node --check OK. Additive/read-only; needs its own deploy to take effect. Not pushed."
ALT-391,Keyboard-first list navigation (j/k/Enter/x/ /Esc) — universal,Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"The ""feels fast"" power-user leap every modern CRM has (Gmail/Linear/HubSpot). New reusable useListKeyboardNav hook + wired into all 5 list pages: j/k move a row cursor (with scroll-into-view + a blue left-bar focus accent), Enter opens the focused row, x toggles selection, / jumps to search, Esc clears the cursor. ONE document keydown listener per mounted list; bails on any editable target / Cmd-Ctrl-Alt combos / open preview, so Cmd-K palette + ""?"" help + cell-edit + typing all keep working. ""?"" help overlay updated to list the new keys. Build green across all 5 pages. Pure FE, zero RLS/decision coupling. Not pushed."
ALT-452,DNC model + reddish/non-contactable treatment (company + site scope),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"HUNGERBOX LAUNCH: Do-Not-Contact at whole-company OR company+location/site scope, set by agent (during outreach) or admin (bulk), with who/when/reason history. Effect: contacts in a DNC company+city render reddish-blur and become non-contactable (call/email/log disabled) so no one on the team can reach them. Location-aware (only the DNC city blurs unless whole company). Built behind HUNGERBOX_FEATURES flag (dark until migration applied). Writes route through gatekeeper ALT-431."
ALT-453,Feasibility model + reddish treatment (company + site scope),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"HUNGERBOX LAUNCH: non-feasible at whole-company OR company+site scope (we cannot service them there) — same reddish/non-contactable treatment, tracked SEPARATELY from DNC (compliance vs business-fit). A contact may be blurred for either reason; show which. Behind HUNGERBOX_FEATURES."
ALT-454,Metro prioritisation flag + sort/filter (Indian Tier-1 cities),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"HUNGERBOX LAUNCH: contacts prioritised by Indian metro cities (Delhi/NCR, Mumbai, Bengaluru, Hyderabad, Chennai, Kolkata, Pune, Ahmedabad) vs others. Derived priority flag the team can sort + filter by for metro-first work queues. Canonical metro list in lib/hungerbox.ts."
ALT-455,Company-site entity + per-site pre-qualified questions + edit history,Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"HUNGERBOX LAUNCH: a company has many sites/locations; each site holds pre-qualified answers we already have (total employees, commercial model, +) shown on company detail so agents know why to call / not call a site. Editable by users with full history (what changed, by whom, when, old to new). New company-site table + history table."
ALT-456,Feasible-only / metro-first work-queue filters,Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"HUNGERBOX LAUNCH: filters on Companies/Contacts so work queues show only reachable, in-scope, feasible, metro-first targets (combine DNC + feasibility + metro priority + per-site feasibility)."
ALT-457,Role walkthroughs + standing QC checklist,Chore,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,Written step-by-step happy-path per role (first login to daily job) + repeatable per-role QC checklist so PM does not hand-UAT every user after every change. docs/product/ROLE-WALKTHROUGHS.md. Starts with admin-data + agent for HungerBox launch.
ALT-458,Agent edit scope: pre-sales questions + post-Meeting-Scheduled only; no company/contact master,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"LOCKED: Agent (role 3) edits ONLY the per-company/site prequalified answers (site employees, commercial model) + lead fields from Meeting-Scheduled stage onward. Agent UPDATE on company_master/contact_master is DENIED. RLS + UI gating. Pre-sales answers seeded from city/site questions. Validate on throwaway login."
ALT-459,QC role = Team-Lead-minus-assignment; Agent can also be QC,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"LOCKED: QC (role 6) can edit any record in their project (safe-edit) + approve, but CANNOT assign/reassign. Reads all. An Agent may hold QC too (acts as agent + QC-approves project leads). isApprover already includes QC; add TL-equivalent edit, withhold reassign. RLS + UI."
ALT-463,Sales roles: read + request-edit + feedback only; no master UPDATE (sales-owner = leads only),Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,LOCKED: SALES_HEAD/SALES_PERSON are sales-owner of LEADS only (distinct from CRM owner; two owners OK). They cannot edit anything in the CRM - only request an edit or give feedback. RLS denies UPDATE on master tables for sales roles; route to request/feedback path. Sales PORTAL scoping deferred (not in scope now); do not provision sales logins yet.
ALT-464,Prequalified-question granularity toggle (company-wise vs site-wise) — per-project admin setting,Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"LOCKED: per-site prequalified answers can be answered company-wide OR site-wise; a toggle in admin settings, per project, picks granularity. Extends HungerBox company_site model."
ALT-460,Advanced per-field filters with exclude/NOT (HubSpot-style),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"Per-field operators (is/is-not/contains/not-contains/any-of/none-of/known/unknown/between/date-relative) + AND-OR groups + EXCLUDE (e.g. company NOT in DNC, feasible-only, metro-only). Spec: docs/product/ADVANCED-FILTERS-SPEC.md. Maps to Supabase .in/.not/.or/.gte. Asked by Ankit 2026-06-28."
ALT-461,"Saved views — per project, per user",Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,Save a list view (serialized filter JSON + sort + visible columns + name) keyed per project_id + user_id. Extends data/views.ts. Decision: per-project-per-user (Ankit 2026-06-28). May need a saved_view table.
ALT-462,Call logs not working — fix,Bug,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,Ankit 2026-06-28: call logs not working. Diagnose root cause (write/display/RLS/schema-mismatch) and fix. callLogs.ts/calls.ts/components/calls + LeadDetail call tab + activityTimeline.
ALT-465,Task Kanban view,Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"Tasks not manageable like other modules: add a Kanban board (group by status and/or due bucket Overdue/Today/Week/Later), reusing LeadsKanbanPage pattern. Ankit 2026-06-28."
ALT-466,In-record activity hub (Zoho-style) — manage tasks/calls/notes inside the record,Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,A record (lead/contact/company) manages its associated activities/cadence/calls/email/tasks/notes from inside the detail page (Zoho Open/Closed Activities + quick actions Log-Call/Add-Task/Note). Universal component across all 3 modules; reuse leadWorkspace.ts + activityTimeline.ts. Ankit 2026-06-28.
ALT-467,Task auto-complete on action log (call task -> LogCall popup in record -> task done),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,Clicking a task opens its record + the right popup: CALL task opens LogCallModal in-record and on save auto-marks the task done + links the call; normal task opens a complete/outcome popup that closes it. Today the task never auto-finishes. Ankit 2026-06-28.
ALT-468,Bulk update in Task manager,Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"MyTasksPage bulk-select + bulk update status/due/assignee/priority, reusing bulkActions.ts pattern. Ankit 2026-06-28."
ALT-469,Parent company / account hierarchy (self-ref FK + Subsidiaries panel),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"BUILT DARK (COMPANY_HIERARCHY). parent_company_id self-ref FK + index staged on company_master (apply-company-hierarchy.cjs). CompanyHierarchyCard: parent breadcrumb (linked) + Subsidiaries list (linked) + admin/TL parent picker (self excluded, clear-parent). Mounted in CompanyDetailPage behind flag. Filter-by-parent = follow-up. CENSUS (SuiteCRM member_accounts + Vtiger parentid)."
ALT-470,"UTM / lead attribution fields (utm_source, utm_medium, utm_campaign)",Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,BUILT DARK (LEAD_STATE_V2). utm_source/utm_medium/utm_campaign columns staged on lead_master (apply-leadstate-qualification-lost-utm.cjs); import mapping added to leads catalog (importMapping.ts); read-only chips on lead detail (QualificationCard). Filter = follow-up. CENSUS (ERPNext UTM funnel).
ALT-471,Qualification status field (Unqualified/In Process/Qualified) with QC audit trail,Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"BUILT DARK (LEAD_STATE_V2). qualification_status + qualified_by(bigint) + qualified_on staged on lead_report (apply-leadstate-qualification-lost-utm.cjs, CHECK-constrained). QualificationCard: QC/Admin-editable segmented control + audit line; others read-only badge. CENSUS (ERPNext qualification_status/qualified_by/qualified_on)."
ALT-472,Lost reason multi-select (structured lookup + junction table),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"BUILT DARK (LEAD_STATE_V2). lost_reason lookup (9 seeded, admin-editable) + lead_lost_reason junction staged (keyed report_id). QualificationCard shows checklist when stage is terminal/lost (stage_ids 6/10/13/14/15); UI prompts >=1 reason (DB trigger enforcement = future). CENSUS (ERPNext mandatory lost_reasons)."
ALT-473,Competitor tracking (lookup table + lead junction + filter/report),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"BUILT DARK (LEAD_STATE_V2). competitor lookup (case-insensitive unique, grows via inline-add) + lead_competitor junction (keyed report_id) staged in apply-competitor-tracking.cjs. Competitors section in QualificationCard: selected chips + known-competitor quick-add buttons + inline new-competitor input. Filter/report = follow-up. CENSUS (ERPNext Competitor DocType + Table-MultiSelect on Opportunity)."
ALT-474,"Lead conversion flow (Lead -> Company + Contact + Deal, single atomic RPC)",Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"Convert Lead action triggers convert_lead() Postgres function: upsert Company, upsert Contact, set lead status=Converted, optionally create Deal. Wizard UI pre-fills from lead data. Depends on ALT-386 (Deals). CENSUS (all 4 CRMs: SuiteCRM convertdefs.php, ERPNext create_prospect_and_contact(), EspoCRM convertEntityList, Vtiger ConvertLead_View). Source: reference-blueprints synthesis."
ALT-475,Deal-contact roles (Decision Maker / Influencer / Champion on deal_contact junction),Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,Add role enum column to deal_contact junction (Decision Maker/Economic Buyer/Champion/Influencer/End User/Other). Render contact-role chips on deal detail. Depends on ALT-386. CENSUS (SuiteCRM opportunities_contacts junction with contact_role; EspoCRM AccountContact.role). Source: reference-blueprints synthesis.
ALT-476,Stream / chatter on records (free-form post + @mention + follow),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"BUILT DARK (STREAM_V1). stream_note + record_follow tables staged (apply-record-stream.cjs, polymorphic entity_type+entity_id = lead|contact|company|meeting). StreamPanel mounted on lead/contact/company detail: post note + Notify-people picker (structured @mention) + Follow toggle + author delete. Post fans out createNotification to mentioned+followers (no-op unless NOTIFICATIONS on). Inline @-autocomplete = follow-up. CENSUS (EspoCRM Stream / ERPNext Comments / Vtiger ModComments)."
ALT-477,Recurring activity rules (RRULE: daily/weekly/N-times/until date),Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,rrule text column on meeting/task. Postgres function or pg_cron expands into N instances linked by recurrence_series_id. CENSUS (SuiteCRM repeat_type/interval/dow/until/count; Vtiger recurringtype). Source: reference-blueprints synthesis.
ALT-478,Activity reminders (email/in-app at N minutes before due),Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"reminder table (entity_type, entity_id, remind_at, type: email/in-app, user_id). pg_cron scans remind_at<=now() and dispatches via notify-service. UI: reminder time-picker on meeting/task edit. CENSUS (SuiteCRM reminder_time; EspoCRM reminders jsonArray; Vtiger SendReminder). Source: reference-blueprints synthesis."
ALT-479,Meeting attendee RSVP / acceptance status (None/Accepted/Tentative/Declined),Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"meeting_attendee table (meeting_id, user_id OR contact_id, acceptance_status). Display acceptance badges on meeting detail. Optional: email-based accept/decline link. CENSUS (SuiteCRM accept_status on calls_users/meetings_users; EspoCRM MeetingUser.status; Vtiger cntactivityrel). Source: reference-blueprints synthesis."
ALT-480,"Reschedule intelligence — count + last reason on a lead (read-only, no migration)",Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"BUILT DARK (RESCHEDULE_INSIGHT, no migration — works on existing meeting_reschedule data). RescheduleInsight banner on lead detail: ""Rescheduled N times - last: <reason>"", amber when >=2, computed via report_id -> meeting_schedule -> meeting_reschedule. Spots serial-stallers at a glance. Re-scoped from the original add-columns plan because the reschedule EVENTS already exist; only the rollup signal was missing. Follow-up: count badge/sort on the meetings LIST. CENSUS (SuiteCRM Calls_Reschedule)."
ALT-481,Role-scoped picklist values (filter dropdown options by user role),Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"picklist_role_value table (picklist_key, value, allowed_roles[]). Form renderer filters options by current user role. CENSUS (Vtiger vtiger_role2picklist — only CRM of the four to implement this). Source: reference-blueprints synthesis."
ALT-482,Admin-configurable formula / computed fields (expression evaluated server-side),Feature,UX,Rulings 2026-06-24,P3,Backlog,2026-06-24,2026-06-21,,Ankit,Admin UI to define formula expressions (e.g. {amount}*{probability}/100) for a custom field. Evaluated via Postgres GENERATED column or Edge Function on save. Depends on ALT-387 (custom fields). CENSUS (SuiteCRM ComputeField AOW action; EspoCRM Formula language; ERPNext Server Script). Source: reference-blueprints synthesis.
ALT-483,"Dynamic logic — conditional field show/hide/required (client-side, metadata-driven)",Feature,UX,Rulings 2026-06-24,P3,Backlog,2026-06-24,2026-06-21,,Ankit,Metadata rules (if qualification_status==Qualified then show lost_reason). Evaluated client-side by form renderer from dynamicLogic config. Depends on ALT-387. CENSUS (EspoCRM dynamicLogic in entityDefs). Source: reference-blueprints synthesis.
ALT-484,First response time / SLA tracking on leads,Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"PARTIAL — ALT-484-lite shipped: cold-lead freshness badge (LeadFreshnessInsight, dark behind FRESHNESS_INSIGHT, NO migration). Shows ""Last activity N days ago"" on a lead (green fresh / amber >=14d cooling / red >=30d cold) computed from lead_report.updated_date + meeting dates (report_id->meeting_schedule->meeting_master). Spots leads gone cold for daily follow-up. FULL SLA (first_contact_at auto-set, sla_target_hours per project, breach filter, per-agent avg report) still pending. CENSUS (ERPNext first_response_time)."
ALT-485,"Quick-create modal (minimal required fields, stays on current page)",Feature,UX,Rulings 2026-06-24,P3,Backlog,2026-06-24,2026-06-21,,Ankit,Lightweight modal from list view header or Cmd-K. Shows only mandatory fields. Creates record without leaving page. CENSUS (SuiteCRM QuickCreate; ERPNext Quick Create; Vtiger QuickCreateAjax — all 4 CRMs implement this). Source: reference-blueprints synthesis.
ALT-486,notActualOptions — hide terminal status values from create/edit dropdowns,Feature,UX,Rulings 2026-06-24,P3,Backlog,2026-06-24,2026-06-21,,Ankit,Mark Converted/Dead/DNC as notActualOptions: visible in existing record + filters but not selectable in create/edit status dropdown. Prevents agents accidentally terminating leads manually. CENSUS (EspoCRM notActualOptions in status enum metadata). Source: reference-blueprints synthesis.
ALT-487,File / document attachment storage (Supabase Storage + attachment table),Feature,UX,Rulings 2026-06-24,P3,Backlog,2026-06-24,2026-06-21,,Ankit,"Supabase Storage bucket for CRM attachments. attachment table (entity_type, entity_id, storage_path, filename, mime_type, size, uploaded_by). File list in record detail, download via signed URL. CENSUS (SuiteCRM Documents module; EspoCRM attachmentMultiple field; Vtiger senotesrel). Source: reference-blueprints synthesis."
ALT-488,Multi-currency support (currency lookup + FX rates + base-currency amounts on Deals),Feature,UX,Rulings 2026-06-24,P3,Backlog,2026-06-24,2026-06-21,,Ankit,"currency table (code, name, symbol, fx_rate_to_inr). Deal amounts stored in native + base currency. Manual or API FX rate update. Depends on ALT-386 (Deals). CENSUS (SuiteCRM amount+amount_usdollar+currency_id; ERPNext opportunity_amount+conversion_rate+base_opportunity_amount). Source: reference-blueprints synthesis."
ALT-489,In-app Notification Center (bell + unread count + event feed),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"INTERNAL-LAUNCH UX gap (Ankit 2026-06-29): only transient toasts exist; no persistent notifications. Build app_notification table + bell/dropdown with unread count, fed on key events: assigned-to-you, reassigned, collaborator-added, task due/overdue, @mention. Rides the automation event-spine rails. Phase 2 = browser/OS web-push (service worker + permission). Reference: Odoo mail.activity/mail.message + Espo Stream notifications."
ALT-490,Import dedup QC — match-key + new/update/in-file-duplicate preview (HubSpot/Zoho parity),Bug,UX,Rulings 2026-06-24,P1,Done,2026-06-24,2026-06-21,,Ankit,"SHIPPED 2026-06-29: import wizard step 2 match-key selector (default email for contact/lead, record_id for company); step 3 shows N new / M will-update (matched by KEY) / K in-file-duplicates as expandable pills via lib/importDedup (in-file grouping) + data/importDedup.fetchExistingKeys (chunked read-only .in(), safe with gateway off) + classifyRows. Additive; existing validation/skip/mapping/run unchanged."
ALT-491,FIRST-PARTY CRM API (crm.altleads.com/api/v1) + MCP server,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"REFRAMED per Ankit 2026-07-02: connectors ask for the CRM API, never Supabase. Branded versioned REST on our domain (/api/v1/leads|companies|contacts|meetings), domain objects not raw tables, per-connector API keys (admin-issued, acts-as user), writes REUSE the write-gateway (one write path, full audit), request log table. MCP server = thin client of THIS API (fast follow ~1 session). v1 MVP ~1-2 sessions, dark until mounted. Spec of record: docs/product/CRM-API.md. Gate: after assignment-RLS apply + gateway validation."
ALT-492,Safe view — mask sensitive contact info on records the user does NOT own,Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"INTERNAL-LAUNCH (Ankit FLAG-1 2026-06-29): within a project all members see all records (rows), but records you do not own show a SAFE VIEW with contact info (email/phone) masked. Extends existing partial-mask + click-reveal. Ownership = lead_report.user_id / company_project_status.owner_user_id / contact_project_status.owner_user_id. Admin/TL/QC bypass. Pairs with ALT-493."
ALT-493,Grey/dull non-owned records in lists + detail (focus UX),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,INTERNAL-LAUNCH UX (Ankit FLAG-1 2026-06-29): render records the user does not own in a dull/grey style across list + detail so reps focus on their own. Pairs with ALT-492 (safe-view masking).
ALT-494,"Call-coaching Learning Module (closed-loop, self-improving) — PARKED",Feature,UX,Rulings 2026-06-24,P3,On Hold,2026-06-24,2026-06-21,,Ankit,"PARKED (Ankit 2026-06-30) until the calling tool is integrated + AI layer is live. Loop: generate ~5 call hooks -> analyse the same call recordings in real time -> score vs Persona/ICP -> iterate (""give again"") + log every attempt+outcome every time -> train on logs -> recommend best-performing approaches for lookalike personas. Hard deps: call recording/transcript capture (calling-tool integration), AI/embeddings layer (AI-PGVECTOR-PLAN item H), an outcome signal, and a call_coaching_log spine. Detail in AI-PGVECTOR-PLAN.md Parking Lot."
ALT-495,"Push notifications (browser Web Push - user is ALERTED, not just silent in-app bell)",Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,Ankit 2026-07-02: in-app bell is silent; users must SEE alerts. Web Push: service worker + VAPID keys + push_subscription table + notify-service sender endpoint. Dark behind PUSH_NOTIFICATIONS. Complements ALT-489.
ALT-496,email_log - durable record of every outbound email,Feature,UX,Rulings 2026-06-24,P1,Done,2026-06-24,2026-06-21,,Ankit,"BUILT (tolerant writer live, table staged in apply-comms-capture.cjs). notify-service logEmail() records every sendMail success+failure (to, type, subject, status, error, message id, lead/report/meeting ids) at all 3 send paths (task_reminder, daily_digest, notify events). No-op warn until migration applies."
ALT-497,Export history - every export logged + file stored 30 days + re-downloadable,Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,Ankit 2026-07-02: record who/what/when/rows per export; keep the exported file 30 days; re-download from a history view. Interpretation (confirm): exports do not mutate data so undo/redo = history + re-download. export_log + Supabase Storage bucket. Dark behind EXPORT_HISTORY.
ALT-498,Reassignment journal - durable old-owner to new-owner log on every lead reassign,Feature,UX,Rulings 2026-06-24,P1,Done,2026-06-24,2026-06-21,,Ankit,BUILT (tolerant writer live in writeLeadOwner - the single choke point for single+bulk lead reassigns; captures old owner(s) pre-update; table staged in apply-comms-capture.cjs). Sources tagged single/bulk/departing.
ALT-499,Import creates lead_report + assignment (assigned_to column),Bug,UX,Rulings 2026-06-24,P0,Done,2026-06-24,2026-06-21,,Ankit,"LAUNCH-CRITICAL fresh-import fix, BUILT: importEngine now seeds a lead_report (stage 1 Warm, report_id DB default) per imported lead with user_id resolved from assigned_to (numeric/email/full-name, bulk per chunk); unresolved imports UNASSIGNED with row warning; undo removes the report. importMapping leads catalog got assigned_to. Validate on crm-test at gateway enable. Prereq: apply-comms-capture.cjs (import_batch/import_row missing in prod)."
ALT-500,Import wizard field keys did not match DB columns - most mapped data silently dropped,Bug,UX,Rulings 2026-06-24,P0,Done,2026-06-24,2026-06-21,,Ankit,"FOUND BY VERIFICATION 2026-07-02: ENTITY_CATALOGS used friendly keys (name/phone/website) but importEngine whitelists REAL columns (company_name/mobile_no/company_web_url) with NO translation layer - company imports would skip ALL rows (required company_name never arrived); contacts lost phone/company-link; leads lost name/notes/stage. FIXED: catalog keys are now real DB columns; company+project NAME columns bulk-resolve to company_id/project_id server-side; NEW leads get wishlist-recipe enrichment (generated ALT#### lead_number, client_assoc derived from project precedent, source=Datalist, address placeholder); no-match-key rows now INSERT (fresh-import semantics) instead of skipping; dedup fieldKeys aligned. Validate end-to-end on crm-test at gateway enable."
ALT-501,Status/stage-change journal - every lead_report state change recorded old->new,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"Capture gap #6 from the 2026-07-02 audit: lead_report.stage_id/report_status are overwritten IN PLACE; the interaction history mirror is best-effort (swallowed on failure) and the vendor lead_status_history table is write-dead (last write = migration). Add a status_change_log (report_id, lead_id, field, old_value, new_value, actor, ts) written durably at the updateLeadStage/saveReport choke points (tolerant until migration applies - same pattern as reassignment_log ALT-498). Feeds loss analysis + agent-performance reporting."
ALT-502,Convert Ankit answered rulings (OPEN-QUESTIONS + AMBIGUOUS-DECISIONS) into tickets + builds,Task,UX,Rulings 2026-06-24,P0,Done,2026-06-24,2026-06-21,,Ankit,"AUDIT 2026-07-02: both docs hold detailed OWNER RULINGS never converted to backlog items: per-project access modes incl. reveal-until-refresh + owner-set-to-self (A1/A4), downline-scoped reassign boundaries + SH stage limits (A2), downline+QC approvals flow with mandatory rejection comments + notifications (A5/B1), Mine-default for agents (B2), ONE call logger + Calls-as-module like Task manager + admin-editable dispositions (C1), notification recipient matrix incl. drop-vs-cancel semantics (Q5), DB-level masking (Q4, important-not-urgent). CONVERTED 2026-07-03 -> ALT-513 (client portal roles), ALT-514 (notification matrix), ALT-515 (DB-level masking), ALT-516 (safe-edit whitelist), ALT-517 (SH-to-SP-only + TL remark), ALT-518 (lite viewers). Engineering rulings D1/D3/D5/E1-E2/F1-F6 already recorded in AMBIGUOUS-DECISIONS. OPEN-QUESTIONS.md header tagged converted."
ALT-503,"Email sending Phase 1: domain-authenticated per-user sending (DECIDED E, ADR-35)",Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"Ankit 2026-07-03 chose E: NOW = domain auth (SPF/DKIM/DMARC), users send From = their own address, zero per-user setup (HubSpot/Zoho/Odoo model); LATER = connected inboxes (ALT-507). All sends -> email_log + record timeline. Compose UI on contact/lead detail. Works with per-project domains (ALT-506). Visual: decision-board.html entry 2 (DECIDED)."
ALT-506,Per-project sending domains: verified-domain registry + project setting + auto-alias identity,Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"Ankit 2026-07-03: each project/client gets its OWN sending domain. Build: (1) sending_domain registry in Settings - add domain, show its 3 DNS records, verify DNS, sending BLOCKED until Verified; (2) project setting picks ONE verified domain (fallback amplior.com), saved per project; (3) From = user local-part auto-aliased on the project domain, display name = full name, admin per-alias override. Benchmark: HubSpot unlimited authenticated domains; Odoo from_filter per domain. Pending micro-pick 3a (auto-alias, recommended) vs 3b (manual per-user). Visual: decision-board.html entry 3. ADR-35."
ALT-509,Compose v2: user email templates + attachments + rich text,Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"Ankit 2026-07-03 (testing feedback): composer v1 is bare (to/subject/plain text). v2: (1) reusable EMAIL TEMPLATES with merge fields e.g. {{first_name}} {{company}} - admin-managed + personal; (2) file ATTACHMENTS (size-capped, stored + logged); (3) simple rich-text (bold/links/lists). Distinct from system templates (ALT-175). Backend send endpoint already accepts html - this is mostly UI + template store. BUILT 2026-07-03: email_template table (global admin + personal scopes), GET/POST /api/email/templates, picker in composer w/ merge fields {{first_name}}/{{full_name}}/{{company}}/{{my_name}}, Save-as-template. ATTACHMENTS BUILT 2026-07-03 (5 files / 7MB total, base64 via 12mb route-scoped body cap, names+sizes audited in email_log.attachments; bytes sent not stored). REMAINING: rich text only."
ALT-510,Emails visible on record timeline + admin Email Log viewer,Feature,UX,Rulings 2026-06-24,P1,Done,2026-06-24,2026-06-21,,Ankit,"Ankit 2026-07-03: sent an email, ""activity not registered"". The send WAS logged in email_log but NO UI shows it. Build: (1) Emails section/entries in the record activity timeline (lead/contact/company) reading email_log; (2) Admin > Email Log screen (filter by user/status/date, see failures + error text). Table + data already exist. BUILT 2026-07-03: email_log +contact_id/company_id, GET /api/email/log (record-scoped for all users, full log admin-only), EmailActivityPanel on Lead/Contact/Company detail (auto-refresh after send), Admin > Email Log tab (search + status filter, failures show error)."
ALT-511,Sequences / cadence engine (multi-step outreach automation),Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"Ankit 2026-07-03: wants cadence/automation/workflow on email. Engine: enroll contact/lead into a sequence (Day 0 email A, Day 3 email B, stop-on-reply), per-step templates, throttles, working-hours windows, auto-stop on reply/bounce/unsubscribe. Depends: ALT-509 templates + ALT-507 reply-sync (stop-on-reply needs inbound). Post-beta build; benchmark = HubSpot Sequences / Apollo."
